seed,sharpe,gross_sharpe,sortino,calmar,max_drawdown,total_return,ann_return_geom,ann_return_arith,ann_volatility,win_rate,final_value,mean_turnover,mean_hhi,mean_active_share,near_uniform,is_sharpe,is_gross_sharpe,is_total_return,final_alpha,final_policy_entropy
0,-0.5143686046509393,1.3388015005409015,-0.7638787167075675,-0.2169616932078581,-0.25705144834356825,-0.12809292732077748,-0.06163260152446681,0.16136718996760546,0.11155288377205078,0.4714548802946593,871907.0726792226,0.4107572161226467,0.10444216753477652,0.3822165591636826,False,-0.4471991623219278,0.8203611618261417,-0.33035243503903833,6.189215027407247,-63.624645901654794
1,-0.31740125791814294,1.5372168635879868,-0.49050651690619745,-0.16175720030476895,-0.22054347676436467,-0.08824110161552967,-0.04196631723316824,0.19254443819713885,0.1144411431629759,0.4714548802946593,911758.8983844704,0.42157640411409386,0.09718877673201447,0.3851010908878976,False,-0.7184596281687333,0.6285693936447434,-0.4326682170493954,1.463581263936113,-63.63657369069828
2,-0.38416919870600164,1.6575578657701164,-0.5681386038874121,-0.21120258773240627,-0.1962940908434737,-0.09907831870830874,-0.047267938616838534,0.20076802361268364,0.11020705018375558,0.49171270718232046,900921.6812916913,0.447154682481333,0.10016571724620935,0.3705693764978097,False,-0.6261534238765569,0.6924716607762303,-0.3992485713588626,7.142862524873524,-63.63253633501798
3,1.394521530475962,1.6364773300712399,2.116473696185464,1.6817536311665195,-0.09260789207725721,0.350241669224133,0.14953571006559052,0.1851210371999379,0.10382455278664095,0.5193370165745856,1350241.669224133,0.049834495636722,0.05482183271333382,0.1619644818605522,False,0.6432032752433868,0.7635475787085055,0.4281081549258945,10.4390726553714,-63.716017557284765
4,-0.5808385166996937,1.2763455909822852,-0.8004191291360805,-0.2921678389180913,-0.22435917891509768,-0.14853818124957274,-0.0719091961813042,0.16124066523658653,0.11670819153071411,0.48987108655616945,851461.8187504272,0.4311943131059862,0.10360833723586164,0.3755340368181694,False,-0.5076933672853972,0.8105243227359968,-0.3501363199473255,2.9041637439223753,-63.734065914021414
