episode,total_return,sharpe,max_drawdown,alpha,critic_loss,actor_loss,alpha_loss
44,-0.18430406249999998,0.5850067811144135,-0.35309420286810084,4.031605519775978e-06,0.08679084937098656,-34.18319043830661,-178.0900228654279
45,-0.14028531249999998,0.6178007286077419,-0.3349734638246479,3.215672992866922e-06,0.06368423419204504,-32.2984124749625,-133.02874053705702
46,-0.11943262499999996,0.6311833312723263,-0.34168101706953424,2.595316850281597e-06,0.0764455527183243,-30.510140453100934,-110.00406053677521
47,-0.10359012499999998,0.6217721551116424,-0.3438973990811118,2.062544929493524e-06,0.07858116924762726,-28.759890851497165,-95.2190866285252
48,-0.09954918749999997,0.5991550454303736,-0.343933265160993,1.6880697849018684e-06,0.05601217883017839,-27.159173885575353,-56.136774181954344
49,-0.05004937499999995,0.628392714965281,-0.3414093520111218,1.4652254884124787e-06,0.05667609745965732,-25.633968437046757,-24.76874388226206
50,-0.08178893750000005,0.5894395979103381,-0.3394654112236368,1.4033875065862133e-06,0.054196360076761464,-24.17402179394606,1.737803650614677
51,-0.09587168749999997,0.6226866006894065,-0.33079473785531327,1.386759191147977e-06,0.041702503568670723,-22.884733722207496,-9.055059542634027
52,-0.17241681249999996,0.5635776778690611,-0.3255813467426066,1.1235053406416988e-06,0.03831539028852158,-21.574561285656003,-22.855688160846622
53,-0.24916856249999997,0.5137759331559373,-0.3372559342251251,8.208496049787007e-07,0.04054109128696256,-20.294336891758796,-25.60775042797864
54,-0.300735,0.4726535691035767,-0.37765027686808067,6.411675408892421e-07,0.03200086372960606,-19.225960239570156,-16.54511316603124
55,-0.29778925,0.5032117396737265,-0.35921073735227116,5.37085611134094e-07,0.031079451807996258,-18.151751673136353,-9.48998565279305
56,-0.32762681250000003,0.45703418447775934,-0.3965421633280852,5.537068721240552e-07,0.027908622110747676,-17.07224966775896,16.26554900879636
57,-0.3037025,0.4988364526683554,-0.37344886281637296,7.432559879702568e-07,0.029844543393853524,-16.134584666516126,6.8890259292688265
58,-0.2901455625,0.5375624864577505,-0.36643486712479517,6.291877797388461e-07,0.02424341378413879,-15.231674919089453,-21.717957092378672
59,-0.2856611875,0.5607255289086509,-0.35356713496026754,4.224961083981278e-07,0.01902730544682771,-14.327523317229883,-39.32472967979735
60,-0.31218393749999995,0.5250689913672736,-0.3796885936135827,3.106712773098314e-07,0.023397126913106827,-13.547975790512817,-22.073913040455807
61,-0.2904123125,0.5502240324805497,-0.3607028939707788,2.9358972850655825e-07,0.012807734364375427,-12.783647320974348,5.947229956703849
62,-0.301346625,0.503476661812377,-0.37700314394858664,3.260944683147272e-07,0.01472692737837186,-12.075557196347292,3.2366593492286806
63,-0.2707620625,0.5868364810001716,-0.34985052885515444,3.036931868747598e-07,0.016173985447835434,-11.344034868070858,-7.974099152360922
64,-0.27308168749999995,0.6063615961170619,-0.3568387135890264,2.323015068332543e-07,0.016604675078741728,-10.711189922687348,-9.924735778107463
65,-0.23937525000000004,0.6774579378732034,-0.3303886859884278,2.6314828143423756e-07,0.01057478551495063,-10.115178299145022,22.92025745609077
66,-0.3006291875,0.5429042036038433,-0.3737268991168443,3.6902087342415153e-07,0.00796392551871574,-9.543076987651322,14.791079214236587
67,-0.22807987500000004,0.6395621258940158,-0.34301116233183765,4.0464561489123397e-07,0.005798808849807657,-8.995303732138488,-1.6140254054359322
68,-0.259224625,0.5942890859253489,-0.3536939840942248,3.19589486119336e-07,0.004873374553132836,-8.478401881072811,-18.96356579767915
69,-0.24085231250000005,0.629619796533735,-0.327962612365672,2.4592184190619166e-07,0.003749666190732354,-8.004986567200143,-5.463474686713214
70,-0.16830218750000003,0.7387325105698535,-0.3380841792790502,2.692964774485051e-07,0.008625596343607198,-7.51815223547728,6.81018862170876
71,-0.25895456250000004,0.5686659952126639,-0.34537402766266123,2.5763288678229607e-07,0.003154002745522603,-7.11542585604768,-9.190608231052071
72,-0.23798093750000004,0.5887688233154594,-0.3502092867599154,2.1531803361236584e-07,0.002598815788418593,-6.695461379860712,-1.4003282609463226
73,-0.252430375,0.5653943700620204,-0.3424981475462239,2.2929451981976404e-07,0.0023685097459842097,-6.314945177111367,0.05835117623438265
74,-0.29242887500000003,0.538893714380749,-0.36219005028202844,1.8506871456684612e-07,0.0019423668982700823,-5.931561259132362,-6.370269396636289
75,-0.28032887500000003,0.5665056473562223,-0.35486023549281437,2.1789390162971856e-07,0.0024531740305264622,-5.596308911297246,13.033442710131498
76,-0.2516849375,0.6224383649859186,-0.3454461828711006,2.2240517438695973e-07,0.0016651718185898734,-5.262873603325942,-7.278037315674043
77,-0.2898841875,0.5491477741920914,-0.36712306742608686,2.097139443420965e-07,0.0016131286775817918,-4.97170679172286,9.759440019802858
78,-0.2574744375,0.5719035715265244,-0.35063712676855185,3.161780743220918e-07,0.0015312138074068153,-4.671310199536878,30.176501102661817
79,-0.2578899375,0.5571166736374631,-0.3502141507094067,4.270025625288815e-07,0.0014194507260409214,-4.399044204902844,14.063433138781111
80,-0.23541956249999996,0.5925662285843374,-0.3556802140714934,4.100780865495421e-07,0.0015299306818618477,-4.1487929387526075,-15.171310518990985
81,-0.1916631875,0.6289868996669309,-0.34226043054907507,3.256530547809238e-07,0.0010347775235880106,-3.8925962681911574,-8.444830049913799
82,-0.24627181249999996,0.530535579836248,-0.3567781019367897,3.3288799818457976e-07,0.00105685172471136,-3.6686148044403044,6.002689462516598
83,-0.20257024999999995,0.5806259245635428,-0.3459570624128335,3.2278037416342343e-07,0.0009144364649097438,-3.455670190904674,-15.275682754365612
84,-0.19285518749999997,0.5765147094882934,-0.37081733011939466,2.117831835876011e-07,0.0010353927107465898,-3.2626857857416796,-30.704584362314474
85,-0.18145112500000005,0.5394423065898926,-0.3398342427632183,1.6980121494274577e-07,0.0008075439846937462,-3.055127439021577,1.3750456301257608
86,-0.20102968750000005,0.4973778314872353,-0.3646558058630394,2.039633341631537e-07,0.0008450863519383821,-2.8724895086181297,10.244700321138088
87,-0.24955943749999998,0.43957041325433277,-0.3720377189266296,1.7635782957156959e-07,0.0006219131063126014,-2.7159767635509113,-24.19166236196524
88,-0.20900406250000003,0.5011973885243783,-0.37200513971693777,1.3839277326346315e-07,0.0005722703193287023,-2.5469393907942495,-7.8906840469851804
89,-0.253574125,0.43956567860553697,-0.38024097450360445,1.1887820320687676e-07,0.0005414751362789468,-2.3971646675902805,-11.644306108522951
90,-0.27687731250000003,0.4052965808683885,-0.3737258089879424,9.06031198730509e-08,0.0005359304231260709,-2.2561880244176162,-16.364211826207566
91,-0.2723375,0.45887863062305195,-0.39604854116291144,6.256659723828309e-08,0.0005224508882511647,-2.117970703814685,-37.6504187150435
92,-0.30939275,0.4552340180612878,-0.3960447064698996,4.028937500317227e-08,0.0004227302444031102,-1.990064192841075,-63.932205523606825
93,-0.36632624999999996,0.41261374064612616,-0.4291507247326868,2.7787682465323987e-08,0.0003739376067834601,-1.8679295226672818,-74.74903354898049
94,-0.35277274999999997,0.45379497960309717,-0.432549577913718,2.0415749426960045e-08,0.00034211594579151313,-1.7479351282850348,-60.833950459652705
95,-0.3570871875,0.45438541641562197,-0.4452882807412678,1.665743725544011e-08,0.0003569226273751353,-1.653596381610212,-27.102738437905863
96,-0.3276153125,0.46099434758235436,-0.42107553645750695,1.566357976021657e-08,0.00030590841418140036,-1.5514560572582319,8.016605182431935
97,-0.2713369375,0.4957079642065525,-0.395504564673064,2.0692649311890206e-08,0.0002878686988318864,-1.453870839069277,56.82379442240293
98,-0.26364743749999997,0.45568313738435784,-0.40179863563099416,3.10363977233174e-08,0.0002912663064908773,-1.3657618081606202,76.40788872224927
99,-0.23224924999999996,0.47862358449657855,-0.3817519669944741,4.306511648571031e-08,0.00015753548509996995,-1.287101043561384,70.56505913583446
100,-0.260136625,0.44581542345692476,-0.3897778468708399,5.626940814192845e-08,0.00020823246164587662,-1.202777101021865,50.52456671663154
101,-0.23652293749999997,0.5166832365994756,-0.3824167574283145,6.686556652869627e-08,0.00017461719085146442,-1.1288204155367656,14.007972118164107
102,-0.31897956250000004,0.42646919934438166,-0.407485426164343,6.149142613598049e-08,0.00018124348626659818,-1.0626219027619561,-30.095047405352997
103,-0.3470029375,0.41959942584814564,-0.43572709134545873,4.518903263342174e-08,0.0001392961996271852,-0.9924232207231064,-35.66387997292157
104,-0.3383763125,0.4599707826227813,-0.41783863180065767,3.965546149630795e-08,0.00018105380568957523,-0.9314665332877965,3.1307717299924076
105,-0.34647799999999995,0.45893692185179946,-0.4190931343548482,4.393515818232576e-08,9.550025172648466e-05,-0.8786182645879557,6.421908935530071
106,-0.291473875,0.5334837165774821,-0.3809439851460575,5.0586443442261583e-08,0.00011056837206826432,-0.8186241878430617,16.24491693960756
107,-0.28752543750000004,0.5254501090835432,-0.37171009613971395,6.843533685626782e-08,0.0001389882991946951,-0.7670064687241817,8.846928646846981
108,-0.2932905,0.48925041356307825,-0.3665975306351155,5.788211642912298e-08,9.740657225310862e-05,-0.7218213629917422,-22.561172340084266
109,-0.25024225,0.5596523454464423,-0.35244615359563103,4.777412348096892e-08,7.301318819131141e-05,-0.6734748565200888,0.3434777819038777
110,-0.2561266875,0.5165064076447657,-0.3677172129519572,5.862211018510058e-08,9.061933826208693e-05,-0.6331183393775991,14.386545574336301
111,-0.20383137500000004,0.5761627889267092,-0.3664646502795521,5.935267193624717e-08,6.974030871933198e-05,-0.5945199012330166,-11.493176965779254
112,-0.20727937500000004,0.5462255099474256,-0.3569937026464564,4.653423921715875e-08,6.257580062677996e-05,-0.5510278302449372,-8.473142758270571
113,-0.18228381250000003,0.5898636813758162,-0.3534164081617267,3.92348723225595e-08,6.368422679656179e-05,-0.5176607896102948,-10.445550884712826
114,-0.25547137499999995,0.4976831446812204,-0.370672857683029,3.1853680767191766e-08,5.5077651390849004e-05,-0.4872396941752429,-3.108419451029235
115,-0.259375625,0.5486038970485688,-0.37862525326052754,3.280707720831899e-08,4.7262959830116214e-05,-0.4539729758290397,2.3894367643286674
116,-0.2766935625,0.552183364873913,-0.37240655639844633,3.435286228038823e-08,3.7434020045663366e-05,-0.4248918932353634,1.3926431600906266
117,-0.2981328125,0.5096213706749254,-0.38366310145268534,3.997613973546326e-08,4.9005099328656515e-05,-0.39450095635025445,4.980096650364085
118,-0.26552912500000003,0.5456213919646974,-0.38254151674198406,4.581170687472425e-08,3.2334021059041866e-05,-0.3692049950939642,0.1694219476477727
119,-0.30315587499999996,0.4936480805282362,-0.39055526266204044,4.047031808935905e-08,3.052861243546046e-05,-0.34402972351725425,-3.7159029434418898
120,-0.261996125,0.5561714174714314,-0.3639727055975725,3.451398467172227e-08,3.6242290612201394e-05,-0.321533486521037,-4.9284676426338585
121,-0.28030393750000004,0.541228577133628,-0.3741088618322135,2.9372547531202408e-08,2.1057291690872528e-05,-0.3027396460993175,-1.857695852803015
122,-0.276123875,0.5398326192899577,-0.3632239372655309,3.4429573348710856e-08,2.991716285453199e-05,-0.28261508744693264,8.719602726331406
123,-0.2801090625,0.515764679642246,-0.37356744653961016,3.731072007927889e-08,2.2629243694813992e-05,-0.26206278071888134,-4.760190000694789
124,-0.23271806250000004,0.5632507472905942,-0.3572414313383436,3.5677342183737354e-08,2.1803828477469538e-05,-0.24364792818129366,6.502342416846838
125,-0.18398887500000005,0.5767659921419619,-0.35886356414280807,4.3934117095689956e-08,1.8108046942935745e-05,-0.22660688504926763,2.8593540662886294
126,-0.10573556250000005,0.5948435274143659,-0.3553314174901913,4.5415435013638226e-08,2.173125043702758e-05,-0.21117541003702123,2.3747995474487085
127,-0.07841512500000003,0.5683486703658921,-0.34975213990221976,5.0655633647977133e-08,1.1403352280688618e-05,-0.19588958093776646,-2.9962458921343362
128,-0.0642009375,0.5657342352955113,-0.3462719093442351,4.0392863001504254e-08,1.4159833651841887e-05,-0.18437471203467942,-4.17565228355491
129,-0.06428475,0.5529288395439951,-0.3468036574056235,4.108312870922224e-08,1.4876199852449319e-05,-0.1699042096277423,-0.05650102696452857
130,-0.05354800000000004,0.5771178222725669,-0.34370370945958534,3.489200839096154e-08,1.1867795409814155e-05,-0.15837154318259855,-8.751273947485377
131,-0.06809299999999996,0.5594263183022294,-0.34174737235841735,2.7879702033546184e-08,1.2523628905036108e-05,-0.14668132583168358,-1.7397761229840436
132,-0.060061562500000054,0.5758728532347521,-0.35553031600648305,2.7205974287839273e-08,8.419688488216676e-06,-0.1355101190986867,-7.251786215677933
133,-0.1294284375,0.5111449881597515,-0.3559917005898844,2.1431663293667095e-08,7.827183871326774e-06,-0.12550738153254293,-3.810200685926307
134,-0.11587906250000002,0.5547233601812864,-0.35238908864515944,2.0365414369081382e-08,1.0465275742445296e-05,-0.1172895243085076,-3.6061738212274213
135,-0.18694812500000002,0.5069083483696507,-0.35014550561412117,1.7050413232474694e-08,5.660142622857855e-06,-0.10887603452229402,-3.3725994959001766
136,-0.10035012499999996,0.6357991801005138,-0.33813287726199814,1.755027199632064e-08,7.432299843473496e-06,-0.0998515101935452,0.8977785138784317
137,-0.15164687499999996,0.5863481290159089,-0.3379837329588437,1.4499443996150099e-08,7.687873450671123e-06,-0.09277411662536816,-14.681053172093003
138,-0.17025243749999996,0.57441059267635,-0.33963568920585807,1.0527736441776861e-08,6.642320731259065e-06,-0.08559500198122552,-4.7404541880714275
139,-0.13083299999999998,0.6251439046767499,-0.3245610130664883,1.3046663971167615e-08,5.113910736608432e-06,-0.08006679568063008,20.115353727243285
140,-0.12280924999999998,0.6033855502285707,-0.31999126750842766,1.4552696947852272e-08,5.924617774482253e-06,-0.07339838066112642,-8.873408264110475
141,-0.05204318750000003,0.6564009449000007,-0.32757839023074675,1.219355349910528e-08,4.94760085513566e-06,-0.0674632377465911,-2.999162937939715
142,-0.05001093749999996,0.6292912790550704,-0.33607997212125423,1.3208033410372412e-08,5.153674720730196e-06,-0.061496684934650915,6.443908143457524
143,-0.07581793749999999,0.5799884076053381,-0.32548173128297575,1.6834378290411213e-08,5.746000067179815e-06,-0.056806813544984736,7.937496496781144
144,-0.042864562500000036,0.6228512865452621,-0.3292350759212994,1.6717794934118127e-08,5.340695865163444e-06,-0.050610254810736784,-4.60691725002246
145,0.011897250000000081,0.6887601565784666,-0.3205736503327934,1.616328882744151e-08,3.1981170690111875e-06,-0.046497667862808255,1.8226493650912265
146,-0.09085137499999996,0.539574949290223,-0.33410533641503165,1.5509030931595872e-08,2.8391657091441395e-06,-0.042673672230741096,-5.475387473606844
147,-0.020868312499999986,0.5977122756243711,-0.33828024857003575,1.3885891306392552e-08,4.020397481834355e-06,-0.03866577758791498,2.6117960803964166
148,-0.04418806249999996,0.5469298601454957,-0.3309315094249753,1.46575050034018e-08,1.4946515515095108e-06,-0.035169017832227756,-1.5269369643421289
149,-0.01856837499999997,0.5509930825524157,-0.3405979624035399,1.528927847747776e-08,2.599059815573748e-06,-0.03192884763712263,2.1554804677495674
150,0.03361737499999995,0.5990066382832995,-0.33502148419210076,1.3689287775751667e-08,1.912576084702083e-06,-0.028913589822274915,-6.9062070410633964
151,0.05051637499999995,0.6023014584558185,-0.33313212201271697,1.1768649472943209e-08,1.8242820001272593e-06,-0.026341238089545086,0.20792000907434263
152,0.04472337500000001,0.5972101645652821,-0.33667258878784145,1.2269343401208902e-08,1.3436433833895006e-06,-0.023513682102889157,-0.6828746555165689
153,0.01831125,0.5781547865414488,-0.3334373263905605,1.0266001434939055e-08,1.815215855187946e-06,-0.0208677528662687,-9.410715959593274
154,2.849999999998687e-05,0.5854041112398913,-0.3383333802732448,7.367932918187864e-09,1.620358277538596e-06,-0.01863885268690759,-15.582997381200098
155,-0.057996124999999954,0.5649346230125828,-0.3342006052750283,5.464383143679219e-09,9.509580485554969e-07,-0.016636874438981708,-10.283633818360952
156,-0.0888513125,0.5549135047318637,-0.34212336584988035,5.45322128980699e-09,1.3723168533308792e-06,-0.014715436853806605,8.581170725810273
157,-0.0965716875,0.5826872636926765,-0.34819312631139054,6.6646017702408904e-09,1.0430390195511512e-06,-0.012457424848194428,1.667516249406082
158,-0.16982874999999997,0.5260129286118711,-0.34510604279768736,5.318635741789296e-09,1.287768107021436e-06,-0.011128290720232616,-19.10141048465491
159,-0.20459693749999996,0.5083856380602434,-0.33124466649989126,3.8894046077112805e-09,9.715183209959205e-07,-0.009611564688979096,-13.08375536284359
160,-0.17439993750000005,0.5662411706945447,-0.34654602983029836,3.406919320487037e-09,1.3805219795445752e-06,-0.008010386423216382,-2.3343476016869706
161,-0.21558175000000002,0.5230338988598225,-0.3395316091445632,3.4136596543484015e-09,8.258131434092705e-07,-0.006752274379392099,2.0546357354664826
162,-0.21867781249999996,0.5220734472924174,-0.34565436837163116,4.104101339560233e-09,8.729236879120699e-07,-0.005176968896002637,8.96724440871269
163,-0.220259875,0.5083335444439507,-0.3353326814667011,4.613575200684305e-09,1.2460178974434044e-06,-0.004170020757744491,-3.5470952487819893
164,-0.21162412500000005,0.5364273553053572,-0.3370887383308212,3.6202183706833584e-09,1.0791748026959414e-06,-0.003137347367313306,-9.702695564820647
165,-0.21321900000000005,0.5073222535191496,-0.3450286709206143,3.3508536113807295e-09,6.196945778542839e-07,-0.0020966150771177957,3.5677777689646653
166,-0.18407281249999996,0.5325499132260892,-0.3268557366329217,3.951393539007244e-09,8.584503453522199e-07,-0.0012191121397458874,4.462189266794914
167,-0.18064100000000005,0.5141643966198235,-0.33566373091324253,3.913228130822408e-09,5.608181688876276e-07,-0.00029762286400451945,-4.331551869689992
168,-0.20622993749999996,0.44915107958009953,-0.33836255045352315,3.348969704662668e-09,6.191514805527302e-07,0.0003345845397326342,-2.4560603618743593
169,-0.14829281250000004,0.5120868298151918,-0.3360611399511152,3.4146828864659824e-09,8.20951993120021e-07,0.0010871827288368332,1.7488681801553887
170,-0.15764106249999998,0.4790665625872185,-0.3318713431135013,3.4712313368735414e-09,5.607526921894523e-07,0.0018314576005423774,-0.751784889489808
171,-0.1248725625,0.4914336595385619,-0.33969023084424926,3.4210719850000642e-09,7.765958776099092e-07,0.0024158722136421885,0.6174176670496748
172,-0.09877349999999996,0.5075718339365202,-0.32319186647526454,3.657231480772416e-09,3.492584605326709e-07,0.0027529224339713017,2.131780677753766
173,-0.08625562499999995,0.5047954964360828,-0.3323460138713723,3.7115827852985576e-09,1.7753459882993215e-07,0.0031152030073933446,-2.049389926935484
174,-0.09235749999999998,0.49447460457824327,-0.33884626051585465,3.3611208885918843e-09,4.599043003089434e-07,0.003540924528080483,-1.5415549091043463
175,-0.1182308125,0.45861953797991706,-0.3328015082794053,3.396858616429652e-09,1.4648415297090363e-07,0.003789412618719495,0.7723046117999702
176,-0.09954806250000003,0.4957088669740827,-0.33024375785117144,3.3595586548764372e-09,1.9706514331882777e-07,0.003952206355516382,-1.3810343480268465
177,-0.1158066875,0.47765797489385764,-0.32965816881279386,2.918173395811136e-09,2.2259141900378308e-07,0.0042816670027640445,-6.345276396291614
178,-0.09394131250000004,0.5216446505011676,-0.3344681851530614,2.4356617070524323e-09,2.3276750325504719e-07,0.0044754167262534205,-1.5048963445199766
179,-0.0634590625,0.5775231265678927,-0.33325555289060427,2.59713193069307e-09,2.459614250499003e-07,0.004686827295834619,2.019963351771829
180,-0.10754243750000003,0.5376482899994816,-0.33079306305470035,2.3903008100821527e-09,3.764135140584077e-07,0.00495794812760547,-6.767771872546262
181,-0.1492806875,0.46559924278212,-0.33991814899541734,1.899116298677268e-09,3.644935423502773e-07,0.005338105421838664,-6.630153859660136
182,-0.09600750000000002,0.562235596990308,-0.33890649183878263,1.5938414263346288e-09,3.7277621285433565e-07,0.005607665375643719,-3.828056726045336
183,-0.08379999999999999,0.5744361866451835,-0.3270708125363265,1.6355978604185331e-09,3.0622157363768324e-07,0.005812056428744278,4.724370840499302
184,-0.08275781250000003,0.5744882915834594,-0.33694822096187443,1.9229892436101542e-09,2.481565420487511e-07,0.00596214071405144,3.7969183171276417
185,-0.08234925000000004,0.578110728172952,-0.3309930561391165,2.0312640812361663e-09,2.304657397475254e-07,0.0059716378008533915,-0.7280862175224994
186,-0.10999424999999996,0.5087961623078411,-0.34180822874026684,1.8966243387985523e-09,2.0694897022385972e-07,0.006057516552566858,-2.557608973444178
187,-0.04008075,0.5985325049413964,-0.345722406421047,1.7328150047521484e-09,1.4746879402464816e-07,0.006030197427498673,-1.4448563585607705
188,-0.06542118750000003,0.5568620279764478,-0.3456308976791546,1.761309069537718e-09,1.4283984225729993e-07,0.006030355048374452,1.5016475834020921
189,-0.07744125000000002,0.5487788903095802,-0.33833482740921356,1.84221953819298e-09,1.271877993450556e-07,0.0059484982833578285,0.2797611135079985
190,-0.06671150000000003,0.5568224702589076,-0.33836198187429994,1.7790957219519452e-09,1.1910613733696489e-07,0.005898585660521995,-1.8040163233587032
191,-0.05760043749999999,0.5671191177831711,-0.33845263744825327,1.6276438375508753e-09,1.0947995905279139e-07,0.005795618741315494,-2.2992923498701634
192,-0.07793499999999998,0.5528989369502726,-0.3444769093436718,1.4973778964003629e-09,1.0159803880545543e-07,0.005723165749620734,-2.071849772586764
193,-0.09129137499999995,0.5400893110391121,-0.33896198140140144,1.369441908640441e-09,1.282979136989191e-07,0.00563067350863832,-3.31519494334329
194,-0.05524812499999998,0.602465386671691,-0.33925245186620484,1.1863254000763953e-09,1.3723516252166245e-07,0.0055285341936839975,-3.8079181897993353
195,-0.067305375,0.5870185018750115,-0.34577142721930754,1.0680321388384015e-09,1.4898253450932748e-07,0.005417808667262892,-1.846481872439019
196,-0.10325649999999997,0.5536121044899964,-0.333899218662541,1.033729283877148e-09,1.4464758323407285e-07,0.0052994376793313504,-0.026953269119647478
197,-0.14127631249999995,0.5258507980995019,-0.34356149621002374,1.032943586640674e-09,1.633343749195581e-07,0.005174840337656765,-0.4972193591197738
198,-0.12063587499999995,0.5640280321808084,-0.3357692879608942,9.65857134369413e-10,1.580134899493861e-07,0.005027062162106231,-3.0199936481308765
199,-0.13536024999999996,0.5550613775975696,-0.34173019601101884,8.737062391244148e-10,1.3559254047873713e-07,0.004875693625777168,-1.3774488349430896
