episode,total_return,sharpe,max_drawdown,alpha,critic_loss,actor_loss,alpha_loss
86,-0.4572493125,0.7119434654323825,-0.5051160334589476,9.632516403878022e-05,0.003649374365947372,-13.689115529162647,-434.45659639789085
87,-0.5462950625,0.4749694765846247,-0.5814929994715641,8.649176664567677e-05,0.003606531954065072,-13.498783877239285,-435.4330989849336
88,-0.5075107812499999,0.5566041474389876,-0.5433201925679357,7.768066957624119e-05,0.0034673048389159463,-13.296979096620149,-435.78032518334237
89,-0.4623304375,0.6402968778372163,-0.5214126048789487,6.97717869106587e-05,0.004037801064531851,-13.129749320500718,-435.7083579074131
90,-0.4570244375,0.6378867176543522,-0.5091913633125073,6.26682010392168e-05,0.004163274751437221,-12.938876062418515,-436.0343098314108
91,-0.482422625,0.5624329822596147,-0.5320433523832409,5.6288068690849755e-05,0.0024071415612546385,-12.752479240526583,-435.76088074790323
92,-0.47701215625000004,0.5696515499696567,-0.5301714102868921,5.0557279889519395e-05,0.003868011280178902,-12.562417973293348,-435.4233328611785
93,-0.4450046875,0.6190379928066024,-0.49005539375334795,4.5410318345493095e-05,0.002482483293090598,-12.389369193087802,-434.79511327227243
94,-0.438546875,0.6147595855617715,-0.49477583548747034,4.078728239662257e-05,0.0027831109878973343,-12.218357124172753,-433.88333279509345
95,-0.49353925,0.48425438426682865,-0.5393752761651568,3.663553050443325e-05,0.002681375134796231,-12.037360504041288,-432.6333097276697
96,-0.45820993750000005,0.5535620979189573,-0.5116791215610117,3.290673475512765e-05,0.002490504816491052,-11.857829178682508,-431.42121340135026
97,-0.4302899375,0.5853528890290298,-0.4842597602697101,2.9558364669998666e-05,0.002461874893486197,-11.694922177370284,-429.79022088990877
98,-0.40317306249999996,0.6224246273548412,-0.46229728308864115,2.6551274158984144e-05,0.002258583541402538,-11.523210543047055,-427.9418208713551
99,-0.40566793749999996,0.6163327512783231,-0.4688377833525672,2.3850738954053364e-05,0.0016052697875453264,-11.363918348279258,-426.67694129203505
100,-0.38563512499999997,0.6346590736818534,-0.4488818295252016,2.142404777858077e-05,0.0018156074221949668,-11.199237481566323,-425.0052589361953
